order_id,order_date,customer_name,region,product_id,product_name,category,quantity,sales_amount,profit
ORD-01332,2025-01-24,"Belinda Mccullough",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,2,196.20,59.95
ORD-01346,2024-06-10,"Angie Henderson",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,1,92.65,38.59
ORD-01418,2023-06-30,"Michelle James",West,PROD-0001,"Bulletin Board (Bookcases)",Furniture,11,959.20,206.44
ORD-01447,2023-04-01,"Marie Christian",West,PROD-0001,"Bulletin Board (Bookcases)",Furniture,1,103.55,23.81
ORD-01466,2024-12-23,"Cynthia Wallace",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,15,1635.00,488.75
ORD-01483,2023-11-26,"Sean Rasmussen",West,PROD-0001,"Bulletin Board (Bookcases)",Furniture,12,1177.20,429.00
ORD-01487,2025-02-02,"Andrew Johnson",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,8,784.80,123.50
ORD-01491,2024-08-16,"Mr. Donald Fischer",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,13,1275.30,318.74
ORD-01523,2023-04-10,"Ms. Susan Vargas",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,5,545.00,158.66
ORD-01536,2025-12-07,"Noah Brown",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,13,1417.00,564.44
ORD-01581,2024-09-12,"Kelsey Parker",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,15,1389.75,556.95
ORD-01626,2023-09-05,"Bryan Zamora",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,9,833.85,167.86
ORD-01742,2025-05-14,"Tracy Phillips",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,10,1090.00,309.59
ORD-01748,2025-08-17,"Cheryl Allen",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,3,327.00,76.22
ORD-01788,2025-11-13,"Ashley Smith",South,PROD-0001,"Bulletin Board (Bookcases)",Furniture,9,981.00,288.02
ORD-01974,2023-05-24,"Nancy Gonzalez",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,8,872.00,295.96
ORD-02026,2025-10-28,"Joshua Mata",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,10,926.50,142.20
ORD-02081,2023-06-25,"Belinda Miller",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,7,763.00,280.00
ORD-02113,2025-06-13,"John Torres",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,13,1417.00,542.62
ORD-02202,2025-05-20,"Casey Stone",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,12,1177.20,264.99
ORD-02383,2023-05-13,"Sharon James",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,6,654.00,98.80
ORD-02415,2023-02-03,"Gina French",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,10,1035.50,433.77
ORD-02475,2025-05-12,"Christopher Jenkins",South,PROD-0001,"Bulletin Board (Bookcases)",Furniture,2,218.00,68.49
ORD-02577,2024-09-08,"Shane Henderson",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,11,1199.00,280.87
ORD-02592,2024-09-12,"James Howard",West,PROD-0001,"Bulletin Board (Bookcases)",Furniture,1,92.65,23.61
ORD-02607,2025-05-10,"Shannon Ray",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,15,1635.00,705.37
ORD-02609,2025-02-05,"Mary Thompson",North,PROD-0001,"Bulletin Board (Bookcases)",Furniture,10,926.50,183.26
ORD-02697,2024-12-05,"Curtis Johnson",West,PROD-0001,"Bulletin Board (Bookcases)",Furniture,4,414.20,83.16
ORD-02701,2023-04-16,"Joshua Perry",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,10,1035.50,261.20
ORD-02737,2023-07-16,"Joseph Hill",Central,PROD-0001,"Bulletin Board (Bookcases)",Furniture,4,392.40,77.84
ORD-02759,2024-04-19,"Destiny Riggs",South,PROD-0001,"Bulletin Board (Bookcases)",Furniture,15,1635.00,408.11
ORD-02785,2024-07-06,"Amanda Lutz",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,14,1526.00,651.67
ORD-02867,2023-06-26,"Angie Henderson",East,PROD-0001,"Bulletin Board (Bookcases)",Furniture,3,327.00,89.16
ORD-03000,2025-07-11,"Patrick Ryan",South,PROD-0001,"Bulletin Board (Bookcases)",Furniture,12,1308.00,365.63
ORD-00015,2023-08-10,"Cynthia Wallace",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",10,3562.60,610.39
ORD-00040,2025-12-10,"John Torres",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",10,3562.60,555.22
ORD-00095,2024-11-10,"Mark Brennan",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",14,4987.64,936.39
ORD-00097,2025-04-19,"Theresa Clark",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",14,4239.49,674.13
ORD-00141,2024-04-28,"Katrina Hill",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",14,4987.64,2095.77
ORD-00204,2023-12-22,"Richard Romero",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",10,3562.60,790.67
ORD-00286,2023-08-21,"Brittney Webster",West,PROD-0002,"Copier Machine (Paper)","Office Supplies",1,302.82,119.37
ORD-00289,2024-08-07,"Mr. Donald Fischer",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",12,4061.36,1583.71
ORD-00365,2025-04-13,"Christopher Schwartz",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",11,3722.92,1142.06
ORD-00466,2025-03-07,"Brenda Snyder PhD",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",11,3526.97,1236.14
ORD-00512,2024-12-03,"Mary Thompson",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",8,2280.06,884.53
ORD-00569,2023-11-22,"Jeremy Turner",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",14,4987.64,2104.77
ORD-00587,2024-09-09,"Stephanie Gardner",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",4,1282.54,343.62
ORD-00602,2023-12-26,"Brenda Thornton",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",2,712.52,169.32
ORD-00710,2025-06-19,"Paul Hudson",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",8,2850.08,1089.09
ORD-00768,2024-11-18,"Rebecca Jackson",West,PROD-0002,"Copier Machine (Paper)","Office Supplies",11,3918.86,1502.19
ORD-00837,2025-07-23,"Kim Brown",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",6,2137.56,432.66
ORD-00908,2023-06-27,"Stephanie Dalton",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",5,1425.04,245.10
ORD-01069,2025-10-04,"Andrea Davis",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",13,4399.81,1584.45
ORD-01082,2023-01-31,"John Hamilton",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",8,2850.08,990.19
ORD-01186,2023-03-02,"Melissa Gates",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",9,3206.34,1225.86
ORD-01235,2024-03-01,"Michelle Lewis",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",1,356.26,144.47
ORD-01283,2023-02-01,"Rickey Li",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",10,3206.34,948.38
ORD-01567,2024-07-24,"John Hernandez",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",13,3936.67,866.89
ORD-01683,2024-10-08,"Eric Byrd",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",12,4061.36,897.14
ORD-01725,2023-08-06,"Sara Johnston",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",7,2244.44,997.94
ORD-01740,2024-08-18,"Destiny Riggs",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",1,338.45,111.72
ORD-01751,2024-08-01,"Vincent Dalton",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",12,3633.85,1541.27
ORD-01826,2023-06-24,"Nancy Gonzalez",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",4,1282.54,368.67
ORD-01841,2023-08-24,"David Murphy",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",5,1781.30,631.47
ORD-01913,2024-09-05,"Eric Byrd",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",7,2493.82,1000.81
ORD-01934,2023-09-16,"Julia Torres",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",14,4488.88,715.91
ORD-01970,2025-07-13,"Ms. Teresa Wilson",West,PROD-0002,"Copier Machine (Paper)","Office Supplies",11,3918.86,1653.87
ORD-01976,2023-11-18,"Brittney Olson",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",2,712.52,205.96
ORD-02014,2024-01-24,"Darrell Patterson",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",10,3562.60,604.58
ORD-02064,2023-10-29,"Seth Booker",West,PROD-0002,"Copier Machine (Paper)","Office Supplies",5,1781.30,479.80
ORD-02083,2023-07-26,"John Hamilton",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",1,356.26,131.88
ORD-02090,2024-11-07,"Ashley Smith",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",13,4631.38,2079.84
ORD-02127,2023-05-01,"Lori Guerrero",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",13,4631.38,1871.95
ORD-02168,2024-03-16,"Samantha Pollard",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",3,961.90,273.54
ORD-02237,2024-07-14,"Christopher Jenkins",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",4,1425.04,459.02
ORD-02412,2025-02-20,"Donald Wright",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",5,1425.04,359.28
ORD-02433,2024-02-22,"Kimberly Dudley",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",2,712.52,315.15
ORD-02522,2023-01-07,"Charles Schultz",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",2,712.52,213.06
ORD-02523,2025-09-03,"Anna Henderson",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",12,4275.12,830.36
ORD-02537,2023-02-12,"Linda Dodson DVM",West,PROD-0002,"Copier Machine (Paper)","Office Supplies",3,1015.34,196.08
ORD-02631,2024-04-27,"Denise King",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",8,2850.08,593.68
ORD-02658,2023-03-15,"Cameron Fisher",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",4,1211.28,385.09
ORD-02766,2025-04-23,"Joseph Hill",Central,PROD-0002,"Copier Machine (Paper)","Office Supplies",11,3918.86,1729.44
ORD-02767,2025-11-05,"Haley Hartman",East,PROD-0002,"Copier Machine (Paper)","Office Supplies",4,1140.03,245.28
ORD-02782,2023-11-18,"Matthew Harvey",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",5,1781.30,788.63
ORD-02788,2024-02-02,"Jacob Anderson",West,PROD-0002,"Copier Machine (Paper)","Office Supplies",14,4488.88,862.80
ORD-02872,2023-10-15,"Laura Mckinney",South,PROD-0002,"Copier Machine (Paper)","Office Supplies",10,3562.60,1160.71
ORD-02983,2025-08-02,"Kerry Smith",North,PROD-0002,"Copier Machine (Paper)","Office Supplies",8,2850.08,697.98
ORD-00123,2024-10-31,"Justin Baxter",East,PROD-0003,"Label Maker (Copiers)",Technology,12,144.67,57.48
ORD-00143,2024-07-19,"Connor Greene",West,PROD-0003,"Label Maker (Copiers)",Technology,4,50.76,8.39
ORD-00190,2024-11-02,"Theresa Clark",Central,PROD-0003,"Label Maker (Copiers)",Technology,2,25.38,7.63
ORD-00224,2023-09-22,"Melissa Lee",North,PROD-0003,"Label Maker (Copiers)",Technology,10,107.86,18.19
ORD-00349,2025-09-06,"Curtis Johnson",West,PROD-0003,"Label Maker (Copiers)",Technology,9,108.50,38.61
ORD-00434,2024-09-23,"Mark Brennan",North,PROD-0003,"Label Maker (Copiers)",Technology,5,63.45,18.79
ORD-00437,2023-04-04,"Dr. Steven Martin",South,PROD-0003,"Label Maker (Copiers)",Technology,10,101.52,38.94
ORD-00673,2025-12-14,"Vincent Dalton",North,PROD-0003,"Label Maker (Copiers)",Technology,8,101.52,35.58
ORD-00681,2024-12-31,"Roger Vargas",Central,PROD-0003,"Label Maker (Copiers)",Technology,4,43.15,11.79
ORD-00727,2024-06-24,"Sandra Gilbert",West,PROD-0003,"Label Maker (Copiers)",Technology,7,75.51,22.98
ORD-00811,2024-10-02,"Andrea Davis",East,PROD-0003,"Label Maker (Copiers)",Technology,7,75.51,31.35
ORD-00911,2024-08-27,"Curtis Johnson",West,PROD-0003,"Label Maker (Copiers)",Technology,11,139.59,50.33
ORD-00914,2023-06-24,"Michelle Miles",South,PROD-0003,"Label Maker (Copiers)",Technology,5,63.45,14.31
ORD-00969,2023-03-21,"Roger Vargas",Central,PROD-0003,"Label Maker (Copiers)",Technology,15,152.28,44.25
ORD-01010,2024-03-27,"Vincent Dalton",North,PROD-0003,"Label Maker (Copiers)",Technology,11,118.65,45.21
ORD-01048,2025-04-08,"Andrea Davis",East,PROD-0003,"Label Maker (Copiers)",Technology,14,177.66,75.73
ORD-01205,2023-10-09,"Nicole Parrish",North,PROD-0003,"Label Maker (Copiers)",Technology,3,38.07,14.55
ORD-01262,2024-10-08,"Allison Hill",North,PROD-0003,"Label Maker (Copiers)",Technology,9,102.79,45.68
ORD-01272,2025-11-02,"Amanda Lutz",East,PROD-0003,"Label Maker (Copiers)",Technology,1,10.15,3.10
ORD-01278,2023-06-28,"Julie Spencer",North,PROD-0003,"Label Maker (Copiers)",Technology,6,72.33,13.25
ORD-01290,2024-02-10,"Phillip Dorsey",South,PROD-0003,"Label Maker (Copiers)",Technology,12,121.82,30.30
ORD-01327,2025-05-21,"Andrea Davis",East,PROD-0003,"Label Maker (Copiers)",Technology,10,126.90,39.81
ORD-01504,2025-05-01,"Noah Brown",North,PROD-0003,"Label Maker (Copiers)",Technology,13,156.72,56.95
ORD-01551,2023-07-22,"Kevin Mills",East,PROD-0003,"Label Maker (Copiers)",Technology,15,190.35,33.09
ORD-01631,2025-06-19,"Jesse Perry",North,PROD-0003,"Label Maker (Copiers)",Technology,7,88.83,16.98
ORD-01832,2024-11-27,"Melissa Bryant",South,PROD-0003,"Label Maker (Copiers)",Technology,7,88.83,28.92
ORD-01872,2025-10-08,"John Torres",North,PROD-0003,"Label Maker (Copiers)",Technology,3,34.26,13.43
ORD-02018,2024-07-24,"Sara Johnston",East,PROD-0003,"Label Maker (Copiers)",Technology,11,125.63,42.63
ORD-02061,2024-05-20,"Brittney Webster",West,PROD-0003,"Label Maker (Copiers)",Technology,4,48.22,21.20
ORD-02094,2025-08-31,"Steven Houston",North,PROD-0003,"Label Maker (Copiers)",Technology,9,108.50,27.33
ORD-02234,2024-02-11,"Deborah Figueroa",Central,PROD-0003,"Label Maker (Copiers)",Technology,8,86.29,18.57
ORD-02261,2023-05-05,"Lauren Keller",Central,PROD-0003,"Label Maker (Copiers)",Technology,13,140.22,55.10
ORD-02319,2023-06-21,"John Torres",North,PROD-0003,"Label Maker (Copiers)",Technology,10,107.86,34.89
ORD-02362,2025-03-04,"Melissa Lee",North,PROD-0003,"Label Maker (Copiers)",Technology,4,50.76,7.66
ORD-02391,2025-07-13,"Alexis Herrera",South,PROD-0003,"Label Maker (Copiers)",Technology,14,168.78,49.38
ORD-02463,2023-05-12,"Grant Watts",West,PROD-0003,"Label Maker (Copiers)",Technology,8,101.52,18.59
ORD-02492,2025-08-01,"Angela Hernandez",West,PROD-0003,"Label Maker (Copiers)",Technology,2,25.38,8.99
ORD-02656,2025-12-02,"Julie Spencer",North,PROD-0003,"Label Maker (Copiers)",Technology,4,50.76,11.54
ORD-02659,2025-07-18,"John Hamilton",South,PROD-0003,"Label Maker (Copiers)",Technology,2,25.38,7.62
ORD-02731,2024-01-01,"Jennifer Powers",North,PROD-0003,"Label Maker (Copiers)",Technology,3,38.07,7.83
ORD-02770,2024-07-03,"Stephen Potter",West,PROD-0003,"Label Maker (Copiers)",Technology,8,86.29,33.16
ORD-02789,2024-10-24,"Vincent Dalton",North,PROD-0003,"Label Maker (Copiers)",Technology,7,79.95,18.15
ORD-02803,2024-10-20,"Walter Rush",West,PROD-0003,"Label Maker (Copiers)",Technology,12,137.05,37.06
ORD-02851,2025-07-19,"Jake Campbell",Central,PROD-0003,"Label Maker (Copiers)",Technology,8,101.52,31.26
ORD-02904,2024-05-12,"Mark Lynch",South,PROD-0003,"Label Maker (Copiers)",Technology,13,164.97,55.06
ORD-02915,2024-01-03,"Rodney Trujillo",Central,PROD-0003,"Label Maker (Copiers)",Technology,3,36.17,8.87
ORD-02926,2024-06-12,"Amanda Lutz",East,PROD-0003,"Label Maker (Copiers)",Technology,4,45.68,9.42
ORD-00201,2023-12-11,"Jeremy Lowe",East,PROD-0004,"Label Maker (Tables)",Furniture,2,60.55,15.74
ORD-00206,2025-07-08,"Joshua Mata",North,PROD-0004,"Label Maker (Tables)",Furniture,11,333.04,85.63
ORD-00210,2024-09-27,"Diane Garcia",West,PROD-0004,"Label Maker (Tables)",Furniture,8,255.66,112.16
ORD-00257,2023-06-25,"Brenda Bailey",Central,PROD-0004,"Label Maker (Tables)",Furniture,9,302.76,130.09
ORD-00287,2025-03-03,"Marie Christian",West,PROD-0004,"Label Maker (Tables)",Furniture,15,454.14,188.32
ORD-00324,2025-07-25,"Sheila Sawyer",North,PROD-0004,"Label Maker (Tables)",Furniture,4,134.56,37.00
ORD-00362,2024-04-07,"Matthew Williams",South,PROD-0004,"Label Maker (Tables)",Furniture,11,370.04,160.69
ORD-00388,2025-02-04,"Courtney Jones",North,PROD-0004,"Label Maker (Tables)",Furniture,7,200.16,57.09
ORD-00474,2023-05-31,"Julie Grant",South,PROD-0004,"Label Maker (Tables)",Furniture,2,67.28,27.16
ORD-00502,2023-03-17,"Christopher Lewis",North,PROD-0004,"Label Maker (Tables)",Furniture,13,437.32,104.74
ORD-00517,2023-11-24,"Michael Evans",South,PROD-0004,"Label Maker (Tables)",Furniture,6,181.66,58.51
ORD-00533,2024-01-19,"Casey Stone",Central,PROD-0004,"Label Maker (Tables)",Furniture,6,161.47,50.81
ORD-00691,2023-01-03,"Christian Martinez",East,PROD-0004,"Label Maker (Tables)",Furniture,1,31.96,10.18
ORD-00753,2024-05-31,"Robert Costa",South,PROD-0004,"Label Maker (Tables)",Furniture,4,127.83,45.94
ORD-00766,2024-01-06,"Andrea Davis",East,PROD-0004,"Label Maker (Tables)",Furniture,5,168.20,51.93
ORD-00863,2024-08-08,"Olivia Moore",North,PROD-0004,"Label Maker (Tables)",Furniture,15,403.68,130.50
ORD-00986,2023-10-10,"George Shelton",Central,PROD-0004,"Label Maker (Tables)",Furniture,14,376.77,95.03
ORD-00988,2023-07-25,"Bryan Zamora",East,PROD-0004,"Label Maker (Tables)",Furniture,4,121.10,39.94
ORD-01012,2024-06-23,"Kara Schmidt",South,PROD-0004,"Label Maker (Tables)",Furniture,4,134.56,56.80
ORD-01021,2025-10-05,"Paul Hudson",North,PROD-0004,"Label Maker (Tables)",Furniture,15,454.14,86.00
ORD-01081,2025-06-16,"Connor Greene",West,PROD-0004,"Label Maker (Tables)",Furniture,12,403.68,153.46
ORD-01085,2023-04-25,"Christian Martinez",East,PROD-0004,"Label Maker (Tables)",Furniture,5,134.56,44.71
ORD-01128,2025-07-28,"Stephanie Gardner",East,PROD-0004,"Label Maker (Tables)",Furniture,12,343.13,110.45
ORD-01178,2025-03-02,"Brenda Bailey",Central,PROD-0004,"Label Maker (Tables)",Furniture,4,127.83,38.02
ORD-01226,2023-12-16,"Dwayne Payne",South,PROD-0004,"Label Maker (Tables)",Furniture,15,504.60,141.47
ORD-01404,2023-05-11,"Barry Welch",West,PROD-0004,"Label Maker (Tables)",Furniture,14,376.77,157.53
ORD-01411,2023-03-25,"Jacob Anderson",West,PROD-0004,"Label Maker (Tables)",Furniture,3,100.92,21.46
ORD-01432,2024-04-30,"Sharon James",North,PROD-0004,"Label Maker (Tables)",Furniture,12,383.50,72.49
ORD-01449,2023-07-20,"Andrew Johnson",North,PROD-0004,"Label Maker (Tables)",Furniture,8,255.66,96.60
ORD-01528,2025-12-30,"Randy Strickland",Central,PROD-0004,"Label Maker (Tables)",Furniture,10,336.40,68.29
ORD-01560,2025-05-26,"Seth Booker",West,PROD-0004,"Label Maker (Tables)",Furniture,4,107.65,46.19
ORD-01679,2024-06-17,"Noah Brown",North,PROD-0004,"Label Maker (Tables)",Furniture,2,67.28,29.38
ORD-01714,2025-09-05,"Kelly Foster",East,PROD-0004,"Label Maker (Tables)",Furniture,5,168.20,26.03
ORD-01733,2023-10-25,"Jonathan Dougherty",Central,PROD-0004,"Label Maker (Tables)",Furniture,11,370.04,118.14
ORD-01786,2023-03-17,"Carol Lawson",South,PROD-0004,"Label Maker (Tables)",Furniture,9,302.76,100.82
ORD-01921,2025-01-07,"Michael Miles",South,PROD-0004,"Label Maker (Tables)",Furniture,1,33.64,13.13
ORD-01944,2025-11-28,"Julie Spencer",North,PROD-0004,"Label Maker (Tables)",Furniture,6,201.84,55.47
ORD-02042,2025-08-14,"Robert Robinson",East,PROD-0004,"Label Maker (Tables)",Furniture,5,168.20,39.27
ORD-02177,2023-06-08,"Jennifer Powers",North,PROD-0004,"Label Maker (Tables)",Furniture,5,168.20,48.87
ORD-02358,2023-10-16,"Gina French",Central,PROD-0004,"Label Maker (Tables)",Furniture,13,371.72,149.31
ORD-02399,2024-10-10,"Linda Dodson DVM",West,PROD-0004,"Label Maker (Tables)",Furniture,1,33.64,6.09
ORD-02532,2024-11-18,"Walter Rush",West,PROD-0004,"Label Maker (Tables)",Furniture,8,255.66,58.69
ORD-02566,2025-05-12,"Rebecca Jackson",West,PROD-0004,"Label Maker (Tables)",Furniture,2,53.82,21.95
ORD-02567,2024-05-11,"Robert Montgomery",East,PROD-0004,"Label Maker (Tables)",Furniture,10,302.76,102.35
ORD-02590,2025-05-03,"Austin Smith",West,PROD-0004,"Label Maker (Tables)",Furniture,14,447.41,181.45
ORD-02596,2025-12-11,"Amanda Patel",Central,PROD-0004,"Label Maker (Tables)",Furniture,7,211.93,91.38
ORD-02642,2025-01-23,"Barry Welch",West,PROD-0004,"Label Maker (Tables)",Furniture,6,201.84,70.05
ORD-02647,2024-08-01,"Courtney Jones",North,PROD-0004,"Label Maker (Tables)",Furniture,1,33.64,11.61
ORD-02663,2023-04-01,"Allison Smith",South,PROD-0004,"Label Maker (Tables)",Furniture,4,134.56,45.24
ORD-02672,2024-05-02,"Nicholas Sheppard",East,PROD-0004,"Label Maker (Tables)",Furniture,3,100.92,36.92
ORD-02678,2025-06-19,"Marie Christian",West,PROD-0004,"Label Maker (Tables)",Furniture,1,31.96,14.03
ORD-02693,2024-11-17,"Kimberly Dudley",Central,PROD-0004,"Label Maker (Tables)",Furniture,7,200.16,67.57
ORD-02787,2023-11-07,"James Howard",West,PROD-0004,"Label Maker (Tables)",Furniture,2,57.19,15.64
ORD-02881,2024-03-22,"April Booth",North,PROD-0004,"Label Maker (Tables)",Furniture,8,269.12,118.57
ORD-02895,2024-02-11,"Christopher Collins",Central,PROD-0004,"Label Maker (Tables)",Furniture,10,269.12,109.84
ORD-00027,2025-02-15,"Jacob Anderson",West,PROD-0005,"Label Maker (Labels)","Office Supplies",6,736.38,222.17
ORD-00062,2025-04-04,"David Cox",West,PROD-0005,"Label Maker (Labels)","Office Supplies",5,552.28,159.06
ORD-00063,2023-06-14,"Ashley James",Central,PROD-0005,"Label Maker (Labels)","Office Supplies",10,1227.30,224.81
ORD-00108,2025-02-22,"Paul Hudson",North,PROD-0005,"Label Maker (Labels)","Office Supplies",10,1043.20,394.07
ORD-00305,2024-02-07,"Christopher Lewis",North,PROD-0005,"Label Maker (Labels)","Office Supplies",11,1215.03,446.72
ORD-00418,2023-12-25,"David Murphy",East,PROD-0005,"Label Maker (Labels)","Office Supplies",11,1147.53,369.32
ORD-00495,2024-01-04,"Linda Dodson DVM",West,PROD-0005,"Label Maker (Labels)","Office Supplies",11,1080.02,307.77
ORD-00497,2023-05-22,"Kyle Preston",South,PROD-0005,"Label Maker (Labels)","Office Supplies",14,1374.58,290.45
ORD-00524,2024-06-21,"Christian Martinez",East,PROD-0005,"Label Maker (Labels)","Office Supplies",11,1080.02,327.41
ORD-00537,2023-12-09,"Kerry Smith",North,PROD-0005,"Label Maker (Labels)","Office Supplies",2,220.91,97.36
ORD-00596,2025-04-30,"Kelsey Parker",Central,PROD-0005,"Label Maker (Labels)","Office Supplies",7,730.24,240.48
ORD-00693,2024-12-20,"Stephen Johnston",North,PROD-0005,"Label Maker (Labels)","Office Supplies",9,1049.34,440.27
ORD-00711,2023-05-07,"Scott Branch",West,PROD-0005,"Label Maker (Labels)","Office Supplies",3,294.55,71.00
